"No","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"555","✔️voted for CMA president elect @CMA_Docs @OntariosDoctors",FALSE,6,NA,2018-03-07 22:32:56,FALSE,NA,"971514059848785920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrTolaA",0,FALSE,FALSE,NA,NA
"556","RT @DocSandyB: Grateful for the opportunity to run in the @CMA_Docs  #CMAelection with 3 fantastic fellow candidates @Kapur_AK @PEAKMD @lar…",FALSE,0,NA,2018-03-07 22:21:09,FALSE,NA,"971511095260274696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alandrummond2",4,TRUE,FALSE,NA,NA
"557","Grateful for the opportunity to run in the @CMA_Docs  #CMAelection with 3 fantastic fellow candidates @Kapur_AK… https://t.co/H9Oj8HTARI",FALSE,31,NA,2018-03-07 22:20:09,TRUE,NA,"971510844197662722",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DocSandyB",4,FALSE,FALSE,NA,NA
"558","RT @JenniferRadema: https://t.co/S8Q5uhSoWV #patients ARE DYING FROM MESH HELLO!!! #Canada @CoalitionDocs @OnCall4ON @CMA_Docs @DocsOntario…",FALSE,0,NA,2018-03-07 22:09:09,FALSE,NA,"971508076879777798",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CLavore",6,TRUE,FALSE,NA,NA
"559","RT @CMA_Docs: Today is the final day to vote for the CMA’s next president-elect nominee. This year’s candidates are @DocSandyB, @PeakMD, @K…",FALSE,0,NA,2018-03-07 22:08:52,FALSE,NA,"971508003320094720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krabheru",8,TRUE,FALSE,NA,NA
"560","I will address burnout and beleaguerment in our profession with optimism and fresh ideas. We have chosen an amazing… https://t.co/kTLFnBCrEc",FALSE,6,NA,2018-03-07 22:00:38,TRUE,NA,"971505933829509120",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",1,FALSE,FALSE,NA,NA
"561","RT @CMA_Docs: ICYMI: Last week @ChooseWiselyCA launched Opioid Wisely, an awareness campaign focused on recommendations for when it is unsa…",FALSE,0,NA,2018-03-07 21:54:43,FALSE,NA,"971504442578296833",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CarolynShimmin",4,TRUE,FALSE,NA,NA
"562","RT @bechardmel: Ontario: Today is the LAST DAY to vote in @CMA_Docs elections. The pres will rep docs 4 fed election! @ResidentDoctors make…",FALSE,0,NA,2018-03-07 21:52:51,FALSE,NA,"971503975081103360",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CdnDrs4Medicare",5,TRUE,FALSE,NA,NA
"563","RT @DennisKendel: @emmanuellem07 @StoonChamber @CMA_Docs @SMA_docs I believe the broad engagement of MDs in senior healthcare management ro…",FALSE,0,NA,2018-03-07 21:52:19,FALSE,NA,"971503840691347456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drsusanshaw",3,TRUE,FALSE,NA,NA
"564","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 21:39:02,FALSE,NA,"971500497524977665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JosephKMayer",11,TRUE,FALSE,NA,NA
"565","RT @DocSandyB: This is the last 24 hours of the @CMA_Docs #CMAelection campaign. I hope if you haven't voted yet, you will get your vote in…",FALSE,0,NA,2018-03-07 21:36:38,FALSE,NA,"971499891779297280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","melborins",7,TRUE,FALSE,NA,NA
"566","RT @drdeepasoni: @drgigiosler @CMA_Docs Thank you for shining national light on this issue. Frontline staff know this is not ‘new’ normal.…",FALSE,0,NA,2018-03-07 21:23:18,FALSE,NA,"971496538517262337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MLGG2",9,TRUE,FALSE,NA,NA
"567","RT @Kapur_AK: @TaylorPLougheed @OntariosDoctors @CMA_Docs @larsendarren @PEAKMD @DocSandyB Thanks .@TaylorPLougheed . Here's the simple 3-s…",FALSE,0,NA,2018-03-07 21:23:12,FALSE,NA,"971496510838915073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CAEP_Docs",1,TRUE,FALSE,NA,NA
"568","RT @TaylorPLougheed: It's @OntariosDoctors' turn to vote for @CMA_Docs President, and voting closes tonight. If I voted from Guyana, you ca…",FALSE,0,NA,2018-03-07 21:23:07,FALSE,NA,"971496492132216832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CAEP_Docs",4,TRUE,FALSE,NA,NA
"569","@TaylorPLougheed @OntariosDoctors @CMA_Docs @larsendarren @PEAKMD @DocSandyB Thanks .@TaylorPLougheed . Here's the… https://t.co/JN1zGPK8Vv",FALSE,1,"TaylorPLougheed",2018-03-07 21:18:21,TRUE,"971492559343226882","971495291726606336","2575205712","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kapur_AK",1,FALSE,FALSE,NA,NA
"570","It's @OntariosDoctors' turn to vote for @CMA_Docs President, and voting closes tonight. If I voted from Guyana, you… https://t.co/ci6TtropAv",FALSE,14,NA,2018-03-07 21:07:30,TRUE,NA,"971492559343226882",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TaylorPLougheed",4,FALSE,FALSE,NA,NA
"571","RT @DocSandyB: Voting basics in the @CMA_Docs #CMAElection:
1) Go to https://t.co/S1TlfLSVft   and login with your PIN &amp; CMA ID
2) If need…",FALSE,0,NA,2018-03-07 20:43:41,FALSE,NA,"971486568589520896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yipengGe",4,TRUE,FALSE,NA,NA
"572","RT @bechardmel: Ontario: Today is the LAST DAY to vote in @CMA_Docs elections. The pres will rep docs 4 fed election! @ResidentDoctors make…",FALSE,0,NA,2018-03-07 20:43:35,FALSE,NA,"971486541859250179",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yipengGe",5,TRUE,FALSE,NA,NA
"573","RT @larsendarren: What do I want to do if elected to Pres Elect of @CMA_Docs ? Make change.  Represent you. Take the assoc'n to new levels…",FALSE,0,NA,2018-03-07 20:40:18,FALSE,NA,"971485713337380868",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheRounds",2,TRUE,FALSE,NA,NA
"574","RT @DocSandyB: Voting basics in the @CMA_Docs #CMAElection:
1) Go to https://t.co/S1TlfLSVft   and login with your PIN &amp; CMA ID
2) If need…",FALSE,0,NA,2018-03-07 20:39:55,FALSE,NA,"971485619749867520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheRounds",4,TRUE,FALSE,NA,NA
"575","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 20:39:46,FALSE,NA,"971485582667939840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PamLiaoMD",11,TRUE,FALSE,NA,NA
"576","RT @bechardmel: Ontario: Today is the LAST DAY to vote in @CMA_Docs elections. The pres will rep docs 4 fed election! @ResidentDoctors make…",FALSE,0,NA,2018-03-07 20:37:16,FALSE,NA,"971484950984908802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ResidentDoctors",5,TRUE,FALSE,NA,NA
"577","RT @marcoux_laurent: .@CMA_Docs Charter of Shared Values identifies our commitments to each other. Read more here: https://t.co/CUOuBGVtgY",FALSE,0,NA,2018-03-07 20:18:04,FALSE,NA,"971480120551616512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BAJ68",5,TRUE,FALSE,NA,NA
"578","A modern @CMA_Docs demands a modern leader.  I am that person. Innovation. Diversity. Inclusion. Support of each ot… https://t.co/a3O8pSw3rh",FALSE,1,NA,2018-03-07 20:15:10,TRUE,NA,"971479390268817409",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",0,FALSE,FALSE,NA,NA
"579","RT @DennisKendel: @emmanuellem07 @StoonChamber @CMA_Docs @SMA_docs I believe the broad engagement of MDs in senior healthcare management ro…",FALSE,0,NA,2018-03-07 19:37:18,FALSE,NA,"971469860310888448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StoonChamber",3,TRUE,FALSE,NA,NA
"580","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 19:33:43,FALSE,NA,"971468959114547206",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KeriCrewsonMD",11,TRUE,FALSE,NA,NA
"581","@emmanuellem07 @StoonChamber @CMA_Docs @SMA_docs I believe the broad engagement of MDs in senior healthcare managem… https://t.co/zf5CQdL3Se",FALSE,4,"emmanuellem07",2018-03-07 19:31:39,TRUE,"971460335709208576","971468437011615744","1463464130","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DennisKendel",3,FALSE,FALSE,NA,NA
"582","RT @larsendarren: What do I want to do if elected to Pres Elect of @CMA_Docs ? Make change.  Represent you. Take the assoc'n to new levels…",FALSE,0,NA,2018-03-07 19:31:01,FALSE,NA,"971468280664911873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrAndrewLoblaw",2,TRUE,FALSE,NA,NA
"583","RT @larsendarren: I am addressing why I think @CMA_Docs matters to all of us.  It's not how we are paid, or how we do our work. Its our val…",FALSE,0,NA,2018-03-07 19:25:49,FALSE,NA,"971466971605864448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrRBhyat",2,TRUE,FALSE,NA,NA
"584","What do I want to do if elected to Pres Elect of @CMA_Docs ? Make change.  Represent you. Take the assoc'n to new l… https://t.co/FbrwFl6cLj",FALSE,3,NA,2018-03-07 19:15:09,TRUE,NA,"971464288186617856",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",2,FALSE,FALSE,NA,NA
"585","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 19:07:52,FALSE,NA,"971462454013243392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dolores_McKeen",11,TRUE,FALSE,NA,NA
"586","RT @CMA_Docs: CMA members in Ontario – voting for the next CMA president-elect ends on Wednesday, March 7 – be sure to get your vote in tod…",FALSE,0,NA,2018-03-07 19:02:42,FALSE,NA,"971461153074200576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emmanuellem07",9,TRUE,FALSE,NA,NA
"587","RT @DocSandyB: Voting basics in the @CMA_Docs #CMAElection:
1) Go to https://t.co/S1TlfLSVft   and login with your PIN &amp; CMA ID
2) If need…",FALSE,0,NA,2018-03-07 19:01:28,FALSE,NA,"971460841974321152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InstCdnJustice",4,TRUE,FALSE,NA,NA
"588","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 18:59:39,FALSE,NA,"971460384426115072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brkster",11,TRUE,FALSE,NA,NA
"589","SHA CEO Livingston notes the importance of physician leaders as part of a high performance health system. @StoonChamber @CMA_Docs @SMA_docs",FALSE,8,NA,2018-03-07 18:59:27,FALSE,NA,"971460335709208576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emmanuellem07",7,FALSE,FALSE,NA,NA
"590","RT @bechardmel: Ontario: Today is the LAST DAY to vote in @CMA_Docs elections. The pres will rep docs 4 fed election! @ResidentDoctors make…",FALSE,0,NA,2018-03-07 18:56:48,FALSE,NA,"971459669729337350",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SterlingL_",5,TRUE,FALSE,NA,NA
"591","RT @bechardmel: Ontario: Today is the LAST DAY to vote in @CMA_Docs elections. The pres will rep docs 4 fed election! @ResidentDoctors make…",FALSE,0,NA,2018-03-07 18:52:04,FALSE,NA,"971458475531407360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AntheaJean",5,TRUE,FALSE,NA,NA
"592","Ontario: Today is the LAST DAY to vote in @CMA_Docs elections. The pres will rep docs 4 fed election!… https://t.co/j2PKZg8yld",FALSE,5,NA,2018-03-07 18:51:42,TRUE,NA,"971458384280027140",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bechardmel",5,FALSE,FALSE,NA,NA
"593","RT @CMA_Docs: CMA members in Ontario – voting for the next CMA president-elect ends on Wednesday, March 7 – be sure to get your vote in tod…",FALSE,0,NA,2018-03-07 18:42:15,FALSE,NA,"971456007967670273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","L82be",9,TRUE,FALSE,NA,NA
"594","RT @CdnDrs4Medicare: Voting ends tonight at 11:59pm. Be sure to cast your ballot and have your say in the future of @CMA_Docs! #CMAElection…",FALSE,0,NA,2018-03-07 18:41:58,FALSE,NA,"971455937411039232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","L82be",1,TRUE,FALSE,NA,NA
"595","Voting ends tonight at 11:59pm. Be sure to cast your ballot and have your say in the future of @CMA_Docs!… https://t.co/0pUiNjU1xl",FALSE,1,NA,2018-03-07 18:39:14,TRUE,NA,"971455245820792832",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CdnDrs4Medicare",1,FALSE,FALSE,NA,NA
"596","RT @DocSandyB: Voting basics in the @CMA_Docs #CMAElection:
1) Go to https://t.co/S1TlfLSVft   and login with your PIN &amp; CMA ID
2) If need…",FALSE,0,NA,2018-03-07 18:38:37,FALSE,NA,"971455093504729088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alandrummond2",4,TRUE,FALSE,NA,NA
"597","RT @CMA_Docs: CMA members in Ontario – voting for the next CMA president-elect ends on Wednesday, March 7 – be sure to get your vote in tod…",FALSE,0,NA,2018-03-07 18:38:13,FALSE,NA,"971454992237449216",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CdnDrs4Medicare",9,TRUE,FALSE,NA,NA
"598","RT @larsendarren: I am addressing why I think @CMA_Docs matters to all of us.  It's not how we are paid, or how we do our work. Its our val…",FALSE,0,NA,2018-03-07 18:36:57,FALSE,NA,"971454671318593537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HasanMSheikh",2,TRUE,FALSE,NA,NA
"599","Voting basics in the @CMA_Docs #CMAElection:
1) Go to https://t.co/S1TlfLSVft   and login with your PIN &amp; CMA ID
2… https://t.co/kWnEMDgqkk",FALSE,7,NA,2018-03-07 18:35:21,TRUE,NA,"971454270955540486",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DocSandyB",4,FALSE,FALSE,NA,NA
"600","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 18:17:48,FALSE,NA,"971449854357512192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DennisKendel",11,TRUE,FALSE,NA,NA
"601","I am addressing why I think @CMA_Docs matters to all of us.  It's not how we are paid, or how we do our work. Its o… https://t.co/Bn2tYx0drl",FALSE,3,NA,2018-03-07 18:15:09,TRUE,NA,"971449187480023040",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",2,FALSE,FALSE,NA,NA
"602","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 17:22:27,FALSE,NA,"971435926529298432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PEAKMD",11,TRUE,FALSE,NA,NA
"603","RT @Monika_Dutt: Ontario trainees and doctors! The time to vote for @CMA_Docs President is NOW! Check your inbox, junk mail. https://t.co/5…",FALSE,0,NA,2018-03-07 17:20:06,FALSE,NA,"971435333274472448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VirveAljas",5,TRUE,FALSE,NA,NA
"604","RT @drdeepasoni: @drgigiosler @CMA_Docs Thank you for shining national light on this issue. Frontline staff know this is not ‘new’ normal.…",FALSE,0,NA,2018-03-07 17:18:04,FALSE,NA,"971434820231458819",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DocSchmadia",9,TRUE,FALSE,NA,NA
"605","Voting ends at 11:59PM tonight! If you haven't gotten a chance to vote, check your email from the CMA from Feb 15 o… https://t.co/2gsT7qt0ni",FALSE,3,NA,2018-03-07 17:00:56,TRUE,NA,"971430509237686274",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DocSandyB",1,FALSE,FALSE,NA,NA
"606","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 16:45:21,FALSE,NA,"971426588133769216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gforbes",11,TRUE,FALSE,NA,NA
"607","RT @CMA_Docs: Today is the final day to vote for the CMA’s next president-elect nominee. This year’s candidates are @DocSandyB, @PeakMD, @K…",FALSE,0,NA,2018-03-07 16:43:55,FALSE,NA,"971426225456476160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fa_rizzuti",8,TRUE,FALSE,NA,NA
"608","RT @DocSandyB: It's not too late to vote in the @CMA_Docs #CMAelection for President-Elect. Voting ends tonight at 11:59pm. These are my 3…",FALSE,0,NA,2018-03-07 16:31:53,FALSE,NA,"971423199748673537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yipengGe",1,TRUE,FALSE,NA,NA
"609","RT @CMA_Docs: Today is the final day to vote for the CMA’s next president-elect nominee. This year’s candidates are @DocSandyB, @PeakMD, @K…",FALSE,0,NA,2018-03-07 16:31:50,FALSE,NA,"971423188612763650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yipengGe",8,TRUE,FALSE,NA,NA
"610","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 16:31:03,FALSE,NA,"971422989689544704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarinaG17807027",11,TRUE,FALSE,NA,NA
"611","@drgigiosler @CMA_Docs Cute doggy",FALSE,1,"drgigiosler",2018-03-07 16:12:17,FALSE,"971409971962195968","971418265913356288","201993032","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArcAngelBen",0,FALSE,FALSE,NA,NA
"612","I  got involved in the CMA to make it easier for doctors to do our job:  taking care of our patients. That goal dri… https://t.co/fB0E09Fhkw",FALSE,8,NA,2018-03-07 15:56:35,TRUE,NA,"971414315994673152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kapur_AK",3,FALSE,FALSE,NA,NA
"613","RT @drgigiosler: Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her paw (hot…",FALSE,0,NA,2018-03-07 15:55:19,FALSE,NA,"971413998565494784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riouxmau",11,TRUE,FALSE,NA,NA
"614","I entered this race two months ago wanting to represent you at @CMA_Docs and earn your vote.  I hope I have done th… https://t.co/Iw0vVzOrp6",FALSE,0,NA,2018-03-07 15:45:07,TRUE,NA,"971411429726326784",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",0,FALSE,FALSE,NA,NA
"615","Today is the last day of voting for @CMA_Docs #CMAElection
Britta would vote but she is a dog with a sock on her p… https://t.co/ncfOuTgbHZ",FALSE,22,NA,2018-03-07 15:39:19,TRUE,NA,"971409971962195968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","drgigiosler",11,FALSE,FALSE,NA,NA
"616","RT @larsendarren: Today is the last day to vote for #CMAElection. Please take the sixty seconds to find your @CMA_Docs number, the PIN emai…",FALSE,0,NA,2018-03-07 15:28:52,FALSE,NA,"971407340258897921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","COACH_HI",2,TRUE,FALSE,NA,NA
"617","It's not too late to vote in the @CMA_Docs #CMAelection for President-Elect. Voting ends tonight at 11:59pm. These… https://t.co/Jir6SnissS",FALSE,2,NA,2018-03-07 15:15:19,TRUE,NA,"971403931040526337",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DocSandyB",1,FALSE,FALSE,NA,NA
"618","RT @CMA_Docs: Today is the final day to vote for the CMA’s next president-elect nominee. This year’s candidates are @DocSandyB, @PeakMD, @K…",FALSE,0,NA,2018-03-07 14:45:13,FALSE,NA,"971396353526980608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UofTMeds",8,TRUE,FALSE,NA,NA
"619","2009: “The reviews also found most patients had been prescribed hormones almost immediately and in some cases were… https://t.co/97XgYcWnsx",FALSE,7,NA,2018-03-07 14:42:10,TRUE,NA,"971395588964020224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mumtears1",2,FALSE,FALSE,NA,NA
"620","RT @CMA_Docs: Today is the final day to vote for the CMA’s next president-elect nominee. This year’s candidates are @DocSandyB, @PeakMD, @K…",FALSE,0,NA,2018-03-07 14:34:05,FALSE,NA,"971393552856076288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CFMSFEMC",8,TRUE,FALSE,NA,NA
"621","RT @CMA_Docs: Today is the final day to vote for the CMA’s next president-elect nominee. This year’s candidates are @DocSandyB, @PeakMD, @K…",FALSE,0,NA,2018-03-07 14:31:38,FALSE,NA,"971392935412535301",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","picardonhealth",8,TRUE,FALSE,NA,NA
"622","RT @larsendarren: Today is the last day to vote for #CMAElection. Please take the sixty seconds to find your @CMA_Docs number, the PIN emai…",FALSE,0,NA,2018-03-07 14:24:49,FALSE,NA,"971391220277829633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KnutRodne",2,TRUE,FALSE,NA,NA
"623","@JosephKMayer @CMA_Docs @Conferenceboard @Anick_Losier @jennifer_kitts Indeed. But it's missing some of my faves: l… https://t.co/nSGHWWruTx",FALSE,1,"JosephKMayer",2018-03-07 14:07:04,TRUE,"971380645942439937","971386755533365249","40379301","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CecileBensimon",0,FALSE,FALSE,NA,NA
"624","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-07 13:51:07,FALSE,NA,"971382742565863425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karenraven",51,TRUE,FALSE,NA,NA
"625","RT @marcoux_laurent: .@CMA_Docs Charter of Shared Values identifies our commitments to each other. Read more here: https://t.co/CUOuBGVtgY",FALSE,0,NA,2018-03-07 13:46:35,FALSE,NA,"971381599785930752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JosephKMayer",5,TRUE,FALSE,NA,NA
"626","Today is the last day to vote for #CMAElection. Please take the sixty seconds to find your @CMA_Docs number, the PI… https://t.co/M2Zws4K9jB",FALSE,3,NA,2018-03-07 13:45:07,TRUE,NA,"971381228862570501",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",2,FALSE,FALSE,NA,NA
"627","@CecileBensimon @CMA_Docs @Conferenceboard @Anick_Losier @jennifer_kitts I hope you were also playing… https://t.co/M7yUDKDDhx",FALSE,0,"CecileBensimon",2018-03-07 13:42:48,TRUE,"971062147357773824","971380645942439937","1612812426","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JosephKMayer",0,FALSE,FALSE,NA,NA
"628","RT @CMA_Docs: CMA members in Ontario – voting for the next CMA president-elect ends on Wednesday, March 7 – be sure to get your vote in tod…",FALSE,0,NA,2018-03-07 13:42:40,FALSE,NA,"971380615961546752",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","allynewalsh",9,TRUE,FALSE,NA,NA
"629","RT @CMA_Docs: Ontario members: please take a moment to vote for the next CMA president-elect nominee.",FALSE,0,NA,2018-03-07 13:07:43,FALSE,NA,"971371818740264960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CAEPResidents",17,TRUE,FALSE,NA,NA
"630","There are 5 principles of the Canada Health Act.

#4 is Portability.

Dan Duma showed us this is not the case.… https://t.co/EDdJXBZrxD",FALSE,9,NA,2018-03-07 13:01:26,TRUE,NA,"971370238997655553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reasonablewlvrn",12,FALSE,FALSE,NA,NA
"631","RT @JenniferRadema: Attention !!surgical #mesh #patients want you 2know #Canada @CoalitionDocs @JustinTrudeau @OnCall4ON @CMA_Docs @DocsOnt…",FALSE,0,NA,2018-03-07 12:50:56,FALSE,NA,"971367594803580932",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","murielazzam",15,TRUE,FALSE,NA,NA
"632","Are you sitting comfortably: the myth of good posture. There is little evidence linking back pain with slouching or… https://t.co/8vPQQGoras",FALSE,3,NA,2018-03-07 12:26:29,TRUE,NA,"971361443902885890",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HealthWatch123",5,FALSE,FALSE,NA,NA
"633","RT @Kidsdoc1Rick: “My baby died because of politics”

The unthinkable, unimaginable has happened.������������

@CanPaedSociety  @CMA_Docs https://t.c…",FALSE,0,NA,2018-03-07 12:20:07,FALSE,NA,"971359839266865152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrTonja",11,TRUE,FALSE,NA,NA
